"localidade","state","date","cum_confirmed","cum_deaths","new_confirmed","new_deaths","cum_cases_mins","cum_deaths_mins","new_cases_mins","new_deaths_mins","gl_retail_and_recreation_percent_change_from_baseline","gl_grocery_and_pharmacy_percent_change_from_baseline","gl_parks_percent_change_from_baseline","gl_transit_stations_percent_change_from_baseline","gl_workplaces_percent_change_from_baseline","gl_residential_percent_change_from_baseline","ap_driving"
15,"PA",2020-05-23,24125,2150,1428,147,22697,2001,1228,64,-64,-19,-56,-60,-26,16,79.8
15,"PA",2020-05-24,24815,2290,690,140,24125,2148,1428,147,-67,-22,-60,-69,-18,15,56.27
15,"PA",2020-05-25,27366,2431,2551,141,26077,2372,1952,224,-47,-5,-33,-49,-28,16,77.51
15,"PA",2020-05-26,29882,2522,2516,91,28600,2469,2523,97,-49,-7,-37,-50,-30,15,79.78
15,"PA",2020-05-27,31671,2605,1789,83,31033,2545,2433,76,-47,-3,-32,-48,-30,15,83.97
15,"PA",2020-05-28,35132,2785,3461,180,33699,2704,2666,159,-47,-1,-32,-46,-30,17,89.63
15,"PA",2020-05-29,37296,2900,2164,115,36486,2827,2787,123,-48,3,-39,-47,-27,19,98.75
15,"PA",2020-05-30,37859,2920,563,20,37296,2900,810,73,-54,-4,-46,-49,-17,14,100.88
15,"PA",2020-05-31,37961,2923,102,3,37961,2923,665,23,-61,-6,-51,-63,-9,13,68.72
15,"PA",2020-06-01,40014,3019,2053,96,38046,2925,85,2,-41,1,-31,-45,-22,15,89.44
15,"PA",2020-06-02,43652,3144,3638,125,41207,3040,3161,115,-37,11,-25,-44,-24,13,98.58
15,"PA",2020-06-03,46473,3245,2821,101,44774,3193,3567,153,-37,8,-23,-42,-23,14,97.75
15,"PA",2020-06-04,49473,3492,3000,247,48049,3416,3275,223,-38,8,-25,-41,-24,14,100.17
15,"PA",2020-06-05,53860,3665,4387,173,50960,3538,2911,122,-38,16,-30,-40,-20,15,111.14
15,"PA",2020-06-06,53860,3665,0,0,53176,3612,2216,74,-40,13,-31,-41,-9,11,125.01
15,"PA",2020-06-07,54271,3678,411,13,54271,3678,1095,66,-51,3,-40,-56,-3,11,80.67
15,"PA",2020-06-08,57570,3835,3299,157,56032,3772,1761,94,-29,11,-18,-38,-16,12,101.25
15,"PA",2020-06-09,60636,3898,3066,63,59148,3853,3116,81,-30,9,-23,-39,-20,12,103.17
15,"PA",2020-06-10,63405,3980,2769,82,62095,3927,2947,74,-26,14,-15,-35,-19,12,115.78
15,"PA",2020-06-11,65151,4090,1746,110,64126,4030,2031,103,-44,-7,-25,-49,-47,19,112.79
15,"PA",2020-06-12,66328,4132,1177,42,66328,4132,2202,102,-23,22,-22,-39,-21,15,147.71
15,"PA",2020-06-13,68456,4191,2128,59,68510,4177,2182,45,-39,4,-30,-43,-7,12,109.31
15,"PA",2020-06-14,69224,4201,768,10,69179,4191,669,14,-48,-1,-35,-54,1,11,79.99
15,"PA",2020-06-15,71243,4291,2019,90,69224,4201,45,10,-28,6,-17,-37,-15,13,101.71
15,"PA",2020-06-16,74192,4350,2949,59,71243,4291,2019,90,-29,6,-18,-39,-17,13,104.35
15,"PA",2020-06-17,76623,4395,2431,45,74192,4350,2949,59,-30,3,-19,-37,-18,13,106.77
15,"PA",2020-06-18,80072,4469,3449,74,76623,4395,2431,45,-31,4,-21,-37,-18,13,108.77
15,"PA",2020-06-19,82881,4519,2809,50,80072,4469,3449,74,-31,8,-25,-36,-15,14,118.58
15,"PA",2020-06-20,84654,4583,1773,64,82881,4519,2809,50,-36,7,-23,-35,-3,10,121.37
15,"PA",2020-06-21,86020,4605,1366,22,84654,4583,1773,64,-45,0,-30,-51,2,9,86.94
15,"PA",2020-06-22,88636,4672,2616,67,86020,4605,1366,22,-27,5,-12,-33,-15,12,104.5
15,"PA",2020-06-23,91708,4726,3072,54,88636,4672,2616,67,-25,9,-13,-31,-17,12,115.78
15,"PA",2020-06-24,94036,4748,2328,22,91708,4726,3072,54,-29,4,-15,-31,-16,12,119.83
15,"PA",2020-06-25,96472,4803,2436,55,94036,4748,2328,22,-27,8,-13,-29,-16,13,110.73
15,"PA",2020-06-26,99313,4834,2841,31,96472,4803,2436,55,-28,13,-22,-32,-13,14,128.45
15,"PA",2020-06-27,100443,4845,1130,11,99313,4834,2841,31,-34,11,-21,-31,-3,10,132.05
15,"PA",2020-06-28,101207,4870,764,25,100443,4845,1130,11,-42,5,-25,-48,3,9,89.86
15,"PA",2020-06-29,103206,4920,1999,50,101207,4870,764,25,-23,11,-9,-31,-11,12,114.02
15,"PA",2020-06-30,105853,4960,2647,40,103206,4920,1999,50,-18,23,-8,-25,-13,11,124.59
15,"PA",2020-07-01,108067,5004,2214,44,105853,4960,2647,40,-16,24,-4,-21,-13,11,126.99
15,"PA",2020-07-02,110411,5050,2344,46,108067,5004,2214,44,-15,26,-3,-19,-13,11,134.47
15,"PA",2020-07-03,112531,5069,2120,19,110411,5050,2344,46,-17,27,-10,-20,-11,12,148.94
15,"PA",2020-07-04,113811,5096,1280,27,112531,5069,2120,19,-21,27,-2,-20,0,8,157.23
15,"PA",2020-07-05,114535,5105,724,9,113811,5096,1280,27,-30,18,-9,-36,5,7,104.67
15,"PA",2020-07-06,116152,5128,1617,23,114535,5105,724,9,-11,25,4,-18,-10,10,130.4
15,"PA",2020-07-07,118744,5169,2592,41,116152,5128,1617,23,-10,29,-1,-17,-13,9,144.29
15,"PA",2020-07-08,120731,5196,1987,27,118744,5169,2592,41,-11,24,4,-17,-12,9,139.46
15,"PA",2020-07-09,122674,5224,1943,28,120731,5196,1987,27,-12,25,1,-15,-12,10,141.65
15,"PA",2020-07-10,124934,5274,2260,50,122674,5224,1943,28,-13,27,0,-15,-10,11,164.54
15,"PA",2020-07-11,125714,5289,780,15,124934,5274,2260,50,-20,21,9,-17,0,7,162.47
15,"PA",2020-07-12,126509,5293,795,4,125714,5289,780,15,-25,15,14,-31,6,5,116.51
15,"PA",2020-07-13,128570,5318,2061,25,126509,5293,795,4,-12,16,11,-18,-9,9,133.4
15,"PA",2020-07-14,130834,5337,2264,19,128570,5318,2061,25,-12,18,5,-18,-12,10,136.63
15,"PA",2020-07-15,133039,5385,2205,48,130834,5337,2264,19,-11,19,6,-16,-11,10,142.86
15,"PA",2020-07-16,135164,5448,2125,63,133039,5385,2205,48,-11,21,9,-13,-11,10,147.44
15,"PA",2020-07-17,136947,5478,1783,30,135164,5448,2125,63,-13,23,5,-12,-10,11,174.87
15,"PA",2020-07-18,137484,5523,537,45,136947,5478,1783,30,-18,19,25,-14,-1,7,166.79
15,"PA",2020-07-19,138396,5538,912,15,137484,5523,537,45,-22,13,27,-29,4,5,121.07
15,"PA",2020-07-20,140393,5554,1997,16,138396,5538,912,15,-14,15,15,-16,-9,9,141.04
15,"PA",2020-07-21,142358,5581,1965,27,140388,5553,1992,15,-13,17,5,-17,-12,9,135.88
15,"PA",2020-07-22,144467,5616,2109,35,142358,5581,1970,28,-12,18,11,-16,-10,9,146.88
15,"PA",2020-07-23,146252,5646,1785,30,144467,5616,2109,35,-11,21,15,-9,-10,9,158.27
15,"PA",2020-07-24,147923,5689,1671,43,146252,5646,1785,30,-13,24,12,-7,-10,10,172.47
15,"PA",2020-07-25,148463,5716,540,27,147923,5689,1671,43,-17,21,35,-8,-1,6,171.34
15,"PA",2020-07-26,148823,5729,360,13,148463,5716,540,27,-19,16,39,-26,4,4,119.26
15,"PA",2020-07-27,150616,5753,1793,24,148823,5729,360,13,-13,17,28,-14,-9,8,141.5
15,"PA",2020-07-28,151849,5694,1233,-59,150185,5716,1362,-13,-11,21,17,-14,-10,8,146.23
15,"PA",2020-07-29,153350,5699,1501,5,151849,5694,1664,-22,-9,22,17,-13,-11,9,147.08
15,"PA",2020-07-30,154685,5728,1335,29,153350,5699,1501,5,-7,31,14,-8,-11,9,147.6
15,"PA",2020-07-31,156053,5750,1368,22,154685,5728,1335,29,-5,37,13,-3,-8,9,174.34
15,"PA",2020-08-01,156285,5773,232,23,156053,5750,1368,22,NA,NA,NA,NA,NA,NA,174.34
15,"PA",2020-08-02,156505,5784,220,11,156285,5773,232,23,NA,NA,NA,NA,NA,NA,125.07
15,"PA",2020-08-03,158277,5799,1772,15,156505,5784,220,11,NA,NA,NA,NA,NA,NA,96.0783823529412
26,"PE",2020-03-12,2,0,2,0,2,0,2,0,-8,-1,-8,3,15,-1,89.19
26,"PE",2020-03-13,2,0,0,0,2,0,0,0,-5,1,-15,5,18,-1,96.46
26,"PE",2020-03-14,7,0,5,0,2,0,0,0,-4,7,-22,-1,4,2,92.74
26,"PE",2020-03-15,8,0,1,0,2,0,0,0,-17,3,-42,-14,-4,5,61.94
26,"PE",2020-03-16,8,0,0,0,2,0,0,0,-16,6,-24,-7,11,2,68.96
26,"PE",2020-03-17,18,0,10,0,16,0,14,0,-20,5,-28,-14,3,3,64.81
26,"PE",2020-03-18,19,0,1,0,16,0,0,0,-29,-2,-30,-21,-10,7,54.43
26,"PE",2020-03-19,28,0,9,0,28,0,12,0,-35,-4,-34,-28,-17,8,48.8
26,"PE",2020-03-20,31,0,3,0,30,0,2,0,-38,1,-44,-30,-19,9,48.19
26,"PE",2020-03-21,33,0,2,0,30,0,0,0,-61,-13,-60,-43,-27,12,40.32
26,"PE",2020-03-22,37,0,4,0,37,0,7,0,-75,-33,-73,-56,-36,15,27.7
26,"PE",2020-03-23,42,0,5,0,42,0,5,0,-72,-31,-60,-55,-46,18,36.36
26,"PE",2020-03-24,42,0,0,0,42,0,0,0,-73,-37,-60,-59,-52,18,35.17
26,"PE",2020-03-25,46,1,4,1,46,1,4,1,-72,-36,-59,-59,-52,19,34.88
26,"PE",2020-03-26,48,3,2,2,48,3,2,2,-71,-34,-56,-59,-51,18,37.78
26,"PE",2020-03-27,57,4,9,1,56,4,8,1,-70,-31,-60,-58,-49,21,36.91
26,"PE",2020-03-27,57,4,9,1,0,0,0,0,-70,-31,-60,-58,-49,21,36.91
26,"PE",2020-03-28,68,5,11,1,68,5,12,1,-70,-29,-64,-55,-41,18,36.39
26,"PE",2020-03-28,68,5,11,1,5,1,5,1,-70,-29,-64,-55,-41,18,36.39
26,"PE",2020-03-29,73,5,5,0,73,5,5,0,-74,-35,-72,-59,-35,17,32.66
26,"PE",2020-03-29,73,5,5,0,5,1,0,0,-74,-35,-72,-59,-35,17,32.66
26,"PE",2020-03-30,77,6,4,1,78,6,5,1,-67,-28,-58,-58,-46,20,36.78
26,"PE",2020-03-30,77,6,4,1,5,1,0,0,-67,-28,-58,-58,-46,20,36.78
26,"PE",2020-03-31,87,6,10,0,87,6,9,0,-64,-23,-56,-55,-47,18,38.67
26,"PE",2020-03-31,87,6,10,0,60,1,55,0,-64,-23,-56,-55,-47,18,38.67
26,"PE",2020-04-01,95,8,8,2,95,8,8,2,-63,-23,-54,-55,-46,18,41.69
26,"PE",2020-04-01,95,8,8,2,5,1,-55,0,-63,-23,-54,-55,-46,18,41.69
26,"PE",2020-04-02,106,9,11,1,106,9,11,1,-64,-23,-54,-56,-47,18,41.24
26,"PE",2020-04-02,106,9,11,1,5,1,0,0,-64,-23,-54,-56,-47,18,41.24
26,"PE",2020-04-03,136,10,30,1,136,10,30,1,-64,-17,-55,-53,-44,19,45.9
26,"PE",2020-04-03,136,10,30,1,5,1,0,0,-64,-17,-55,-53,-44,19,45.9
26,"PE",2020-04-04,176,14,40,4,176,14,40,4,-66,-16,-62,-51,-37,16,44.31
26,"PE",2020-04-04,176,14,40,4,6,1,1,0,-66,-16,-62,-51,-37,16,44.31
26,"PE",2020-04-05,201,21,25,7,201,21,25,7,-71,-26,-69,-57,-31,16,35.04
26,"PE",2020-04-05,201,21,25,7,6,1,0,0,-71,-26,-69,-57,-31,16,35.04
26,"PE",2020-04-06,223,30,22,9,223,30,22,9,-62,-16,-53,-52,-42,19,44.64
26,"PE",2020-04-06,223,30,22,9,6,1,0,0,-62,-16,-53,-52,-42,19,44.64
26,"PE",2020-04-07,352,34,129,4,352,34,129,4,-59,-12,-52,-50,-43,17,47.62
26,"PE",2020-04-07,352,34,129,4,7,1,1,0,-59,-12,-52,-50,-43,17,47.62
26,"PE",2020-04-08,401,46,49,12,401,46,49,12,-59,-8,-49,-49,-43,17,46.59
26,"PE",2020-04-08,401,46,49,12,7,1,0,0,-59,-8,-49,-49,-43,17,46.59
26,"PE",2020-04-09,555,56,154,10,555,56,154,10,-58,3,-45,-48,-45,16,52.99
26,"PE",2020-04-09,555,56,154,10,7,1,0,0,-58,3,-45,-48,-45,16,52.99
26,"PE",2020-04-10,684,65,129,9,684,65,129,9,-78,-43,-62,-65,-68,23,40.33
26,"PE",2020-04-10,684,65,129,9,8,1,1,0,-78,-43,-62,-65,-68,23,40.33
26,"PE",2020-04-11,816,72,132,7,816,72,132,7,-65,-18,-62,-53,-40,17,48.24
26,"PE",2020-04-11,816,72,132,7,8,1,0,0,-65,-18,-62,-53,-40,17,48.24
26,"PE",2020-04-12,960,85,144,13,960,85,144,13,-70,-25,-69,-57,-30,15,34.74
26,"PE",2020-04-12,960,85,144,13,8,1,0,0,-70,-25,-69,-57,-30,15,34.74
26,"PE",2020-04-13,1154,102,194,17,1154,102,194,17,-63,-23,-54,-53,-42,19,45.23
26,"PE",2020-04-13,1154,102,194,17,8,1,0,0,-63,-23,-54,-53,-42,19,45.23
26,"PE",2020-04-14,1284,115,130,13,1284,115,130,13,-62,-26,-55,-54,-44,18,44.41
26,"PE",2020-04-14,1284,115,130,13,8,1,0,0,-62,-26,-55,-54,-44,18,44.41
26,"PE",2020-04-15,1484,143,200,28,1484,143,200,28,-62,-25,-54,-54,-44,18,44.6
26,"PE",2020-04-15,1484,143,200,28,12,1,4,0,-62,-25,-54,-54,-44,18,44.6
26,"PE",2020-04-16,1683,160,199,17,1683,160,199,17,-65,-29,-58,-57,-46,19,43.36
26,"PE",2020-04-16,1683,160,199,17,9,1,-3,0,-65,-29,-58,-57,-46,19,43.36
26,"PE",2020-04-17,2006,186,323,26,2006,186,323,26,-62,-19,-56,-52,-42,19,49.2
26,"PE",2020-04-17,2006,186,323,26,10,1,1,0,-62,-19,-56,-52,-42,19,49.2
26,"PE",2020-04-18,2193,205,187,19,2193,205,187,19,-66,-22,-62,-50,-34,16,46.68
26,"PE",2020-04-18,2193,205,187,19,11,1,1,0,-66,-22,-62,-50,-34,16,46.68
26,"PE",2020-04-19,2459,216,266,11,2459,216,266,11,-72,-32,-71,-59,-31,17,34.8
26,"PE",2020-04-19,2459,216,266,11,11,1,0,0,-72,-32,-71,-59,-31,17,34.8
26,"PE",2020-04-20,2690,234,231,18,2690,234,231,18,-64,-22,-56,-55,-43,19,46.03
26,"PE",2020-04-20,2690,234,231,18,11,1,0,0,-64,-22,-56,-55,-43,19,46.03
26,"PE",2020-04-21,2908,260,218,26,2908,260,218,26,-76,-44,-63,-67,-64,23,42.77
26,"PE",2020-04-21,2908,260,218,26,11,1,0,0,-76,-44,-63,-67,-64,23,42.77
26,"PE",2020-04-22,3298,282,390,22,3298,282,390,22,-63,-25,-57,-54,-42,18,47.33
26,"PE",2020-04-22,3298,282,390,22,12,1,1,0,-63,-25,-57,-54,-42,18,47.33
26,"PE",2020-04-23,3604,312,306,30,3519,312,221,30,-63,-24,-53,-54,-43,17,52.67
26,"PE",2020-04-23,3604,312,306,30,12,1,0,0,-63,-24,-53,-54,-43,17,52.67
26,"PE",2020-04-24,3999,352,395,40,3999,352,480,40,-67,-30,-63,-57,-43,20,48.55
26,"PE",2020-04-24,3999,352,395,40,13,1,1,0,-67,-30,-63,-57,-43,20,48.55
26,"PE",2020-04-25,4507,381,508,29,4507,381,508,29,-66,-21,-64,-52,-34,16,48.07
26,"PE",2020-04-25,4507,381,508,29,15,1,2,0,-66,-21,-64,-52,-34,16,48.07
26,"PE",2020-04-26,4898,415,391,34,4898,415,391,34,-73,-32,-72,-61,-30,17,37.28
26,"PE",2020-04-26,4898,415,391,34,14,1,-1,0,-73,-32,-72,-61,-30,17,37.28
26,"PE",2020-04-27,5358,450,460,35,5358,450,460,35,-64,-26,-58,-56,-40,19,50.41
26,"PE",2020-04-27,5358,450,460,35,16,1,2,0,-64,-26,-58,-56,-40,19,50.41
26,"PE",2020-04-28,5724,508,366,58,5724,508,366,58,-61,-22,-54,-52,-41,15,51.03
26,"PE",2020-04-28,5724,508,366,58,16,1,0,0,-61,-22,-54,-52,-41,15,51.03
26,"PE",2020-04-29,6194,538,470,30,6194,538,470,30,-61,-22,-52,-52,-40,17,52.04
26,"PE",2020-04-29,6194,538,470,30,16,1,0,0,-61,-22,-52,-52,-40,17,52.04
26,"PE",2020-04-30,6876,565,682,27,6876,565,682,27,-61,-12,-52,-50,-41,16,58.96
26,"PE",2020-04-30,6876,565,682,27,16,1,0,0,-61,-12,-52,-50,-41,16,58.96
26,"PE",2020-05-01,7334,603,458,38,7334,603,458,38,-78,-41,-63,-67,-65,24,49.2
26,"PE",2020-05-01,7334,603,458,38,16,2,0,1,-78,-41,-63,-67,-65,24,49.2
26,"PE",2020-05-02,8145,628,811,25,8145,628,811,25,-66,-11,-61,-49,-33,16,52.04
26,"PE",2020-05-02,8145,628,811,25,17,2,1,0,-66,-11,-61,-49,-33,16,52.04
26,"PE",2020-05-03,8643,652,498,24,8643,652,498,24,-73,-24,-70,-57,-27,16,40.29
26,"PE",2020-05-03,8643,652,498,24,19,3,2,1,-73,-24,-70,-57,-27,16,40.29
26,"PE",2020-05-04,8863,691,220,39,8863,691,220,39,-62,-13,-53,-50,-38,17,58
26,"PE",2020-05-04,8863,691,220,39,19,3,0,0,-62,-13,-53,-50,-38,17,58
26,"PE",2020-05-05,9325,749,462,58,9325,749,462,58,-61,-13,-53,-50,-40,17,57.23
26,"PE",2020-05-05,9325,749,462,58,19,3,0,0,-61,-13,-53,-50,-40,17,57.23
26,"PE",2020-05-06,9881,803,556,54,9881,803,556,54,-60,-9,-49,-46,-39,16,59.7
26,"PE",2020-05-06,9881,803,556,54,19,3,0,0,-60,-9,-49,-46,-39,16,59.7
26,"PE",2020-05-07,10824,845,943,42,10824,845,943,42,-59,-5,-48,-46,-39,16,59.69
26,"PE",2020-05-07,10824,845,943,42,21,3,2,0,-59,-5,-48,-46,-39,16,59.69
26,"PE",2020-05-08,11587,927,763,82,11587,927,763,82,-59,-2,-51,-44,-36,17,67.95
26,"PE",2020-05-08,11587,927,763,82,22,3,1,0,-59,-2,-51,-44,-36,17,67.95
26,"PE",2020-05-09,12470,972,883,45,12470,972,883,45,-60,2,-57,-42,-28,15,66.5
26,"PE",2020-05-09,12470,972,883,45,22,3,0,0,-60,2,-57,-42,-28,15,66.5
26,"PE",2020-05-10,13275,1047,805,75,13275,1047,805,75,-69,-10,-67,-48,-11,13,45.51
26,"PE",2020-05-10,13275,1047,805,75,22,3,0,0,-69,-10,-67,-48,-11,13,45.51
26,"PE",2020-05-11,13768,1087,493,40,13768,1087,493,40,-63,-18,-53,-50,-38,18,65.1242750929368
26,"PE",2020-05-11,13768,1087,493,40,24,3,2,0,-63,-18,-53,-50,-38,18,65.1242750929368
26,"PE",2020-05-12,14309,1157,541,70,14309,1157,541,70,-63,-18,-56,-51,-40,18,65.1242750929368
26,"PE",2020-05-12,14309,1157,541,70,25,3,1,0,-63,-18,-56,-51,-40,18,65.1242750929368
26,"PE",2020-05-13,14901,1224,592,67,14901,1224,592,67,-63,-20,-54,-51,-39,18,51.35
26,"PE",2020-05-13,14901,1224,592,67,26,3,1,0,-63,-20,-54,-51,-39,18,51.35
26,"PE",2020-05-14,15588,1298,687,74,15588,1298,687,74,-64,-18,-52,-52,-40,17,59.3
26,"PE",2020-05-14,15588,1298,687,74,26,3,0,0,-64,-18,-52,-52,-40,17,59.3
26,"PE",2020-05-15,16209,1381,621,83,16209,1381,621,83,-63,-13,-57,-49,-38,19,65.73
26,"PE",2020-05-15,16209,1381,621,83,26,3,0,0,-63,-13,-57,-49,-38,19,65.73
26,"PE",2020-05-16,18488,1461,2279,80,18488,1461,2279,80,-72,-30,-68,-62,-36,19,46.33
26,"PE",2020-05-16,18488,1461,2279,80,27,3,1,0,-72,-30,-68,-62,-36,19,46.33
26,"PE",2020-05-17,19452,1516,964,55,19452,1516,964,55,-77,-34,-74,-64,-28,19,39.22
26,"PE",2020-05-17,19452,1516,964,55,31,3,4,0,-77,-34,-74,-64,-28,19,39.22
26,"PE",2020-05-18,20094,1640,642,124,20094,1640,642,124,-69,-27,-58,-57,-42,21,49.66
26,"PE",2020-05-18,20094,1640,642,124,30,4,-1,1,-69,-27,-58,-57,-42,21,49.66
26,"PE",2020-05-19,21242,1741,1148,101,21242,1741,1148,101,-66,-25,-58,-55,-42,19,50.28
26,"PE",2020-05-19,21242,1741,1148,101,32,4,2,0,-66,-25,-58,-55,-42,19,50.28
26,"PE",2020-05-20,22560,1834,1318,93,22560,1834,1318,93,-66,-24,-56,-53,-42,20,53.8
26,"PE",2020-05-20,22560,1834,1318,93,34,4,2,0,-66,-24,-56,-53,-42,20,53.8
26,"PE",2020-05-21,23911,1925,1351,91,23911,1925,1351,91,-66,-20,-53,-52,-42,19,53.83
26,"PE",2020-05-21,23911,1925,1351,91,38,5,4,1,-66,-20,-53,-52,-42,19,53.83
26,"PE",2020-05-22,25760,2057,1849,132,25760,2057,1849,132,-65,-16,-55,-50,-39,19,58.29
26,"PE",2020-05-22,25760,2057,1849,132,43,7,5,2,-65,-16,-55,-50,-39,19,58.29
26,"PE",2020-05-23,26786,2144,1026,87,26786,2144,1026,87,-72,-28,-68,-58,-33,18,54.05
26,"PE",2020-05-23,26786,2144,1026,87,45,7,2,0,-72,-28,-68,-58,-33,18,54.05
26,"PE",2020-05-24,27759,2200,973,56,27759,2200,973,56,-75,-27,-73,-58,-25,18,39.47
26,"PE",2020-05-24,27759,2200,973,56,47,7,2,0,-75,-27,-73,-58,-25,18,39.47
26,"PE",2020-05-25,28366,2248,607,48,28366,2248,607,48,-64,-16,-54,-51,-39,20,57.14
26,"PE",2020-05-25,28366,2248,607,48,48,8,1,1,-64,-16,-54,-51,-39,20,57.14
26,"PE",2020-05-26,28854,2328,488,80,28854,2328,488,80,-63,-17,-54,-49,-39,17,58.25
26,"PE",2020-05-26,28854,2328,488,80,48,8,0,0,-63,-17,-54,-49,-39,17,58.25
26,"PE",2020-05-27,29919,2468,1065,140,29919,2468,1065,140,-63,-17,-51,-47,-39,17,57.65
26,"PE",2020-05-27,29919,2468,1065,140,49,8,1,0,-63,-17,-51,-47,-39,17,57.65
26,"PE",2020-05-28,30713,2566,794,98,30713,2566,794,98,-63,-15,-51,-48,-38,16,59.12
26,"PE",2020-05-28,30713,2566,794,98,47,9,-2,1,-63,-15,-51,-48,-38,16,59.12
26,"PE",2020-05-29,32255,2669,1542,103,32255,2669,1542,103,-63,-11,-56,-48,-37,19,60.64
26,"PE",2020-05-29,32255,2669,1542,103,49,9,2,0,-63,-11,-56,-48,-37,19,60.64
26,"PE",2020-05-30,33427,2740,1172,71,33427,2740,1172,71,-64,-8,-61,-44,-25,16,60.5
26,"PE",2020-05-30,33427,2740,1172,71,50,9,1,0,-64,-8,-61,-44,-25,16,60.5
26,"PE",2020-05-31,34450,2807,1023,67,34450,2807,1023,67,-72,-17,-68,-51,-17,16,49.02
26,"PE",2020-05-31,34450,2807,1023,67,49,9,-1,0,-72,-17,-68,-51,-17,16,49.02
26,"PE",2020-06-01,34900,2875,450,68,34900,2875,450,68,-57,-4,-49,-43,-32,17,66.21
26,"PE",2020-06-01,34900,2875,450,68,49,9,0,0,-57,-4,-49,-43,-32,17,66.21
26,"PE",2020-06-02,35508,2933,608,58,35508,2933,608,58,-56,-5,-48,-42,-34,17,68.86
26,"PE",2020-06-02,35508,2933,608,58,50,9,1,0,-56,-5,-48,-42,-34,17,68.86
26,"PE",2020-06-03,36463,3012,955,79,36463,3012,955,79,-56,-6,-45,-40,-32,17,68.99
26,"PE",2020-06-03,36463,3012,955,79,56,11,6,2,-56,-6,-45,-40,-32,17,68.99
26,"PE",2020-06-04,37507,3134,1044,122,37507,3134,1044,122,-57,-5,-46,-41,-33,16,64.54
26,"PE",2020-06-04,37507,3134,1044,122,58,13,2,2,-57,-5,-46,-41,-33,16,64.54
26,"PE",2020-06-05,38511,3205,1004,71,38511,3205,1004,71,-54,3,-48,-36,-30,17,78.41
26,"PE",2020-06-05,38511,3205,1004,71,59,13,1,0,-54,3,-48,-36,-30,17,78.41
26,"PE",2020-06-06,39361,3270,850,65,39361,3270,850,65,-58,1,-56,-36,-20,14,69.58
26,"PE",2020-06-06,39361,3270,850,65,76,14,17,1,-58,1,-56,-36,-20,14,69.58
26,"PE",2020-06-07,40242,3305,881,35,40242,3305,881,35,-68,-11,-66,-49,-15,15,51.3
26,"PE",2020-06-07,40242,3305,881,35,80,16,4,2,-68,-11,-66,-49,-15,15,51.3
26,"PE",2020-06-08,40705,3350,463,45,40705,3350,463,45,-52,2,-45,-37,-28,16,74.99
26,"PE",2020-06-08,40705,3350,463,45,80,16,0,0,-52,2,-45,-37,-28,16,74.99
26,"PE",2020-06-09,41010,3453,305,103,41010,3453,305,103,-53,-4,-48,-40,-30,16,72.98
26,"PE",2020-06-09,41010,3453,305,103,83,18,3,2,-53,-4,-48,-40,-30,16,72.98
26,"PE",2020-06-10,41935,3531,925,78,41935,3531,925,78,-51,-2,-44,-37,-29,15,77.66
26,"PE",2020-06-10,41935,3531,925,78,82,20,-1,2,-51,-2,-44,-37,-29,15,77.66
26,"PE",2020-06-11,42994,3633,1059,102,42994,3633,1059,102,-55,-7,-44,-41,-39,17,82.47
26,"PE",2020-06-11,42994,3633,1059,102,84,20,2,0,-55,-7,-44,-41,-39,17,82.47
26,"PE",2020-06-12,43872,3694,878,61,43872,3694,878,61,-48,12,-42,-34,-27,15,101.03
26,"PE",2020-06-12,43872,3694,878,61,86,20,2,0,-48,12,-42,-34,-27,15,101.03
26,"PE",2020-06-13,44671,3784,799,90,44671,3784,799,90,-57,-5,-53,-38,-16,13,68.25
26,"PE",2020-06-13,44671,3784,799,90,88,20,2,0,-57,-5,-53,-38,-16,13,68.25
26,"PE",2020-06-14,45261,3855,590,71,45261,3855,590,71,-69,-20,-68,-50,-13,15,52.27
26,"PE",2020-06-14,45261,3855,590,71,89,20,1,0,-69,-20,-68,-50,-13,15,52.27
26,"PE",2020-06-15,45507,3886,246,31,45507,3886,246,31,-53,-8,-51,-39,-27,16,75.72
26,"PE",2020-06-15,45507,3886,246,31,91,20,2,0,-53,-8,-51,-39,-27,16,75.72
26,"PE",2020-06-16,46427,3959,920,73,46427,3959,920,73,-49,-2,-45,-37,-28,14,72.68
26,"PE",2020-06-16,46427,3959,920,73,90,21,-1,1,-49,-2,-45,-37,-28,14,72.68
26,"PE",2020-06-17,47446,4009,1019,50,47446,4009,1019,50,-49,-3,-42,-35,-27,14,74.42
26,"PE",2020-06-17,47446,4009,1019,50,110,23,20,2,-49,-3,-42,-35,-27,14,74.42
26,"PE",2020-06-18,48626,4057,1180,48,48626,4057,1180,48,-51,-6,-43,-38,-28,14,71.94
26,"PE",2020-06-18,48626,4057,1180,48,111,24,1,1,-51,-6,-43,-38,-28,14,71.94
26,"PE",2020-06-19,49720,4102,1094,45,49720,4102,1094,45,-51,-4,-47,-34,-26,14,80.75
26,"PE",2020-06-19,49720,4102,1094,45,114,24,3,0,-51,-4,-47,-34,-26,14,80.75
26,"PE",2020-06-20,51118,4148,1398,46,51118,4148,1398,46,-51,5,-47,-29,-11,11,81.65
26,"PE",2020-06-20,51118,4148,1398,46,116,24,2,0,-51,5,-47,-29,-11,11,81.65
26,"PE",2020-06-21,52113,4234,995,86,52113,4234,995,86,-63,-8,-56,-41,-5,13,60.02
